epoch,accuracy,dice_coeff,loss,lr,mean_absolute_error,mean_io_u_2,my_haud_dist,my_iou_metric,precision_2,recall_2,val_accuracy,val_dice_coeff,val_loss,val_mean_absolute_error,val_mean_io_u_2,val_my_haud_dist,val_my_iou_metric,val_precision_2,val_recall_2
0,0.6137924194335938,0.6303265690803528,0.22180455923080444,0.001,0.44630157947540283,0.14664459228515625,8.055781364440918,0.00036231885314919055,0.8285084366798401,0.5718881487846375,0.92926025390625,0.9090659022331238,0.054560594260692596,0.13143518567085266,0.1446380615234375,5.69950532913208,0.031231380999088287,0.9484336376190186,0.9522414207458496
1,0.9045257568359375,0.7282059788703918,0.16307684779167175,0.001,0.33069565892219543,0.14664459228515625,7.5086469650268555,0.0039011130575090647,0.9887028932571411,0.8749001622200012,0.9672698974609375,0.9454153776168823,0.03275071829557419,0.07632885873317719,0.1446380615234375,3.7835378646850586,0.1111111119389534,0.989976167678833,0.9637060165405273
2,0.9485015869140625,0.7388303279876709,0.15670162439346313,0.001,0.3181774616241455,0.14664459228515625,7.036064624786377,0.011607143096625805,0.9974859356880188,0.9294720888137817,0.9684295654296875,0.9586033225059509,0.024837978184223175,0.057379093021154404,0.1446380615234375,2.903212308883667,0.10892856866121292,0.9984992146492004,0.9570183157920837
3,0.9668426513671875,0.7430624961853027,0.15416297316551208,0.001,0.31309574842453003,0.14664459228515625,6.672178268432617,0.0250522643327713,0.9991744756698608,0.9538702368736267,0.967254638671875,0.9637228846549988,0.021766221150755882,0.05014378949999809,0.1446380615234375,2.430259943008423,0.17499999701976776,0.9995614886283875,0.9543454051017761
4,0.9712371826171875,0.7452573776245117,0.15284575521945953,0.001,0.3103911578655243,0.14664459228515625,6.206974029541016,0.0625,0.9996851086616516,0.9596027135848999,0.9661178588867188,0.9658560156822205,0.020486364141106606,0.04713960736989975,0.1446380615234375,2.2595760822296143,0.2750000059604645,0.9999436736106873,0.9523809552192688
5,0.972747802734375,0.7466486096382141,0.1520106941461563,0.001,0.30867111682891846,0.14664459228515625,5.985055446624756,0.10096153616905212,0.9998989701271057,0.9615351557731628,0.965301513671875,0.966672956943512,0.01999617926776409,0.0459759496152401,0.1446380615234375,2.2548012733459473,0.2150000035762787,0.9999887347221375,0.951189398765564
6,0.9741134643554688,0.7478846311569214,0.15126925706863403,0.001,0.30718106031417847,0.14664459228515625,5.6599602699279785,0.17142857611179352,0.9999775886535645,0.9633920192718506,0.9645767211914062,0.9668742418289185,0.01987549103796482,0.045669667422771454,0.1446380615234375,2.2690160274505615,0.4749999940395355,1.0,0.9501588940620422
7,0.9745025634765625,0.7486851215362549,0.15078885853290558,0.001,0.3061841130256653,0.14664459228515625,5.656433582305908,0.17142857611179352,0.9999775886535645,0.9639425873756409,0.9641647338867188,0.9667690396308899,0.0199385154992342,0.045789264142513275,0.1446380615234375,2.301837205886841,0.3916666805744171,1.0,0.9495791792869568
8,0.9750518798828125,0.7492473125457764,0.1504516452550888,0.001,0.3054901957511902,0.14664459228515625,5.674350261688232,0.2916666567325592,1.0,0.9646982550621033,0.9639129638671875,0.9664984941482544,0.020100921392440796,0.04613801836967468,0.1446380615234375,2.3266868591308594,0.3916666805744171,1.0,0.9492249488830566
9,0.975433349609375,0.7497414350509644,0.15015532076358795,0.001,0.30486083030700684,0.14664459228515625,5.621674537658691,1.0,1.0,0.9652380347251892,0.9637527465820312,0.9661394357681274,0.02031630463898182,0.0466093085706234,0.1446380615234375,2.3449342250823975,0.4749999940395355,1.0,0.9489995241165161
10,0.9754257202148438,0.7500714659690857,0.14995704591274261,0.001,0.30443406105041504,0.14664459228515625,5.652830600738525,0.5833333134651184,0.9999887943267822,0.9652380347251892,0.96368408203125,0.9657441973686218,0.02055354416370392,0.047131702303886414,0.1446380615234375,2.358102560043335,0.4000000059604645,1.0,0.9489029049873352
11,0.97607421875,0.7504795789718628,0.14971193671226501,0.001,0.3039136528968811,0.14664459228515625,5.579195499420166,1.0,1.0,0.966144859790802,0.963653564453125,0.9653223752975464,0.020806612446904182,0.047691140323877335,0.1446380615234375,2.3670454025268555,0.4749999940395355,1.0,0.9488599896430969
12,0.9762115478515625,0.750694990158081,0.1495831161737442,0.001,0.30362406373023987,0.14664459228515625,5.610238075256348,0.75,1.0,0.9663391709327698,0.9636306762695312,0.9648680090904236,0.02107919752597809,0.04829491302371025,0.1446380615234375,2.373018503189087,0.4749999940395355,1.0,0.9488277435302734
13,0.9764785766601562,0.7509921193122864,0.1494048684835434,0.001,0.3032394349575043,0.14664459228515625,5.60289192199707,1.0,0.999988853931427,0.9667278528213501,0.963653564453125,0.9643718600273132,0.021376920863986015,0.048955101519823074,0.1446380615234375,2.376577854156494,0.4749999940395355,1.0,0.9488599896430969
14,0.9768218994140625,0.7512732744216919,0.1492360532283783,0.001,0.30287986993789673,0.14664459228515625,5.622154235839844,0.75,1.0,0.9672028422355652,0.9636993408203125,0.9638137221336365,0.021711815148591995,0.04969807341694832,0.1446380615234375,2.37821888923645,0.4749999940395355,1.0,0.9489243626594543
15,0.9770050048828125,0.7514058351516724,0.14915625751018524,0.001,0.30268099904060364,0.14664459228515625,5.610732555389404,0.75,1.0,0.9674619436264038,0.9638595581054688,0.9631667733192444,0.022099962458014488,0.05055902898311615,0.1446380615234375,2.378816843032837,0.699999988079071,1.0,0.9491497874259949
16,0.9774551391601562,0.7516054511070251,0.1490364968776703,0.001,0.30239880084991455,0.14664459228515625,5.603032112121582,1.0,1.0,0.9680988788604736,0.9640350341796875,0.9624519944190979,0.02252878062427044,0.05150988698005676,0.1446380615234375,2.378532648086548,0.699999988079071,1.0,0.9493967294692993
17,0.977569580078125,0.7517593502998352,0.14894475042819977,0.000100000005,0.30218344926834106,0.14664459228515625,5.602035999298096,0.75,1.0,0.9682608246803284,0.9642105102539062,0.9610105156898499,0.023393642157316208,0.053430259227752686,0.1446380615234375,2.3743813037872314,0.699999988079071,1.0,0.949643611907959
18,0.9774246215820312,0.7517846822738647,0.14892949163913727,0.000100000005,0.30214792490005493,0.14664459228515625,5.621102809906006,0.75,1.0,0.9680557250976562,0.9643707275390625,0.9594500064849854,0.02433002181351185,0.05550567805767059,0.1446380615234375,2.371750593185425,0.699999988079071,1.0,0.9498690366744995
19,0.9776763916015625,0.7518661022186279,0.14888009428977966,0.000100000005,0.30204710364341736,0.14664459228515625,5.6161909103393555,0.75,0.999988853931427,0.9684227705001831,0.96453857421875,0.9577641487121582,0.025341512635350227,0.05774388462305069,0.1446380615234375,2.3707075119018555,0.699999988079071,1.0,0.9501051902770996
20,0.9776840209960938,0.7518583536148071,0.14888504147529602,0.000100000005,0.3020515441894531,0.14664459228515625,5.598676681518555,0.75,0.999988853931427,0.9684335589408875,0.9646759033203125,0.9559637904167175,0.02642167918384075,0.0601297952234745,0.1446380615234375,2.371330976486206,0.7250000238418579,1.0,0.9502984285354614
21,0.9777450561523438,0.7519148588180542,0.14885100722312927,0.000100000005,0.3019829988479614,0.14664459228515625,5.631819248199463,1.0,1.0,0.9685091376304626,0.9647674560546875,0.954063355922699,0.027562033385038376,0.06264377385377884,0.1446380615234375,2.3742384910583496,0.4000000059604645,1.0,0.950427234172821
22,0.9778671264648438,0.7518923878669739,0.1488647162914276,0.000100000005,0.30200278759002686,0.14664459228515625,5.61837911605835,1.0,1.0,0.9686818718910217,0.9648971557617188,0.9520494341850281,0.028770415112376213,0.06530233472585678,0.1446380615234375,2.4126691818237305,0.36250001192092896,1.0,0.9506097435951233
23,0.9777603149414062,0.7519385814666748,0.14883680641651154,0.000100000005,0.3019446134567261,0.14664459228515625,5.6128363609313965,1.0,0.999988853931427,0.9685415029525757,0.9650344848632812,0.9499310255050659,0.030041318386793137,0.06809306144714355,0.1446380615234375,2.4494576454162598,0.4000000059604645,1.0,0.9508029818534851
